GSP,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DRUM,32.466,31.061,28.288,26.590,25.292,24.599,23.950,23.359,22.771,22.276,21.870,21.502,21.340,21.183,20.994,20.843,20.686,20.501,20.282,20.023,19.836,19.555,19.288,19.089,18.956,18.813,18.919,18.793,18.698,18.773,18.810,18.719
DUBE_P,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
DUDH_P,9.318,8.915,8.119,7.632,7.259,7.060,6.874,6.704,6.535,6.393,6.277,6.171,6.125,6.080,6.026,5.982,5.937,5.884,5.821,5.747,5.693,5.613,5.536,5.479,5.441,5.400,5.430,5.394,5.367,5.388,5.399,5.373
DUGR_P,1.863,1.782,1.623,1.525,1.451,1.411,1.374,1.340,1.306,1.278,1.255,1.234,1.224,1.215,1.204,1.196,1.187,1.176,1.164,1.149,1.138,1.122,1.107,1.095,1.088,1.079,1.085,1.078,1.073,1.077,1.079,1.074
DUNB,6.840,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DUNB_A,0.000,4.646,4.232,3.977,3.784,3.680,3.583,3.495,3.407,3.332,3.272,3.216,3.192,3.169,3.140,3.118,3.094,3.066,3.034,2.995,2.967,2.925,2.885,2.856,2.836,2.814,2.830,2.812,2.797,2.808,2.814,2.800
DUNB_B,0.000,1.898,1.728,1.625,1.545,1.503,1.463,1.427,1.391,1.361,1.336,1.314,1.304,1.294,1.283,1.274,1.264,1.253,1.239,1.224,1.212,1.195,1.179,1.166,1.158,1.150,1.156,1.148,1.143,1.147,1.149,1.144
DUNF,14.718,14.081,12.824,12.054,11.466,11.152,10.857,10.590,10.323,10.099,9.915,9.748,9.674,9.603,9.518,9.449,9.378,9.294,9.195,9.077,8.992,8.865,8.744,8.654,8.594,8.529,8.577,8.520,8.477,8.511,8.527,8.486
DUNO_P,3.402,3.255,2.965,2.787,2.651,2.578,2.510,2.448,2.386,2.334,2.292,2.253,2.236,2.220,2.200,2.184,2.168,2.148,2.126,2.098,2.079,2.049,2.021,2.000,1.987,1.972,1.983,1.969,1.960,1.967,1.971,1.962
DYCE_P,9.793,9.369,8.533,8.021,7.629,7.420,7.224,7.046,6.869,6.719,6.597,6.486,6.437,6.390,6.333,6.287,6.240,6.184,6.118,6.040,5.983,5.899,5.818,5.758,5.718,5.675,5.707,5.669,5.640,5.663,5.674,5.647
EALI_6,69.191,66.195,60.286,56.667,53.902,52.425,51.040,49.782,48.528,47.473,46.608,45.825,45.479,45.145,44.742,44.421,44.086,43.691,43.224,42.672,42.273,41.676,41.106,40.681,40.398,40.094,40.319,40.050,39.848,40.009,40.087,39.894
EASO_1,111.834,106.991,97.440,91.591,87.123,84.735,82.497,80.463,78.436,76.732,75.333,74.067,73.508,72.968,72.316,71.797,71.256,70.618,69.863,68.970,68.326,67.360,66.440,65.753,65.296,64.805,65.168,64.734,64.407,64.666,64.794,64.481
EAST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ECCL,8.545,8.175,7.445,6.998,6.657,6.474,6.303,6.148,5.993,5.863,5.756,5.659,5.616,5.575,5.525,5.486,5.444,5.396,5.338,5.270,5.221,5.147,5.076,5.024,4.989,4.951,4.979,4.946,4.921,4.941,4.951,4.927
ECLA_1,155.103,148.387,135.140,127.028,120.831,117.519,114.415,111.595,108.783,106.419,104.479,102.723,101.948,101.199,100.296,99.576,98.825,97.940,96.894,95.655,94.762,93.423,92.147,91.193,90.559,89.878,90.382,89.779,89.326,89.686,89.863,89.429
EERH,26.391,25.248,22.994,21.614,20.559,19.996,19.468,18.988,18.509,18.107,17.777,17.478,17.347,17.219,17.065,16.943,16.815,16.665,16.487,16.276,16.124,15.896,15.679,15.517,15.409,15.293,15.378,15.276,15.199,15.260,15.290,15.216
EKIL,16.848,16.119,14.680,13.799,13.125,12.766,12.429,12.122,11.817,11.560,11.349,11.158,11.074,10.993,10.895,10.817,10.735,10.639,10.525,10.391,10.294,10.148,10.010,9.906,9.837,9.763,9.818,9.752,9.703,9.742,9.761,9.714
EKIS,16.289,15.584,14.193,13.341,12.690,12.342,12.016,11.720,11.425,11.176,10.973,10.788,10.707,10.628,10.533,10.458,10.379,10.286,10.176,10.046,9.952,9.811,9.677,9.577,9.511,9.439,9.492,9.429,9.381,9.419,9.438,9.392
ELDE,15.834,15.148,13.796,12.968,12.335,11.997,11.680,11.392,11.105,10.864,10.666,10.487,10.407,10.331,10.239,10.165,10.089,9.998,9.891,9.765,9.674,9.537,9.407,9.309,9.245,9.175,9.227,9.165,9.119,9.156,9.174,9.129
ELGI_P,15.456,14.786,13.466,12.658,12.041,11.711,11.401,11.120,10.840,10.605,10.411,10.236,10.159,10.084,9.994,9.923,9.848,9.760,9.655,9.532,9.443,9.309,9.182,9.087,9.024,8.956,9.006,8.946,8.901,8.937,8.955,8.911
ELLA_1,129.830,124.208,113.120,106.330,101.142,98.370,95.772,93.411,91.057,89.079,87.455,85.985,85.336,84.709,83.953,83.351,82.722,81.982,81.105,80.069,79.321,78.200,77.132,76.334,75.803,75.233,75.655,75.150,74.771,75.072,75.220,74.857
ELST_1,181.127,173.283,157.814,148.341,141.104,137.237,133.612,130.318,127.035,124.275,122.009,119.958,119.053,118.178,117.124,116.283,115.406,114.373,113.150,111.704,110.661,109.097,107.607,106.494,105.753,104.958,105.546,104.843,104.314,104.734,104.940,104.433
ENDE_1,165.346,158.186,144.065,135.417,128.810,125.280,121.971,118.964,115.967,113.447,111.379,109.507,108.681,107.882,106.919,106.152,105.351,104.408,103.292,101.972,101.020,99.592,98.232,97.216,96.539,95.814,96.350,95.708,95.225,95.609,95.797,95.335
ERSK,8.804,8.423,7.671,7.211,6.859,6.671,6.495,6.335,6.175,6.041,5.931,5.831,5.787,5.745,5.693,5.652,5.610,5.560,5.500,5.430,5.379,5.303,5.231,5.177,5.141,5.102,5.131,5.096,5.071,5.091,5.101,5.076
EXET1,119.208,114.046,103.865,97.631,92.867,90.322,87.936,85.769,83.608,81.791,80.300,78.950,78.355,77.779,77.085,76.532,75.954,75.274,74.470,73.518,72.832,71.802,70.821,70.089,69.601,69.078,69.465,69.002,68.654,68.930,69.066,68.733
FASN_P,0.248,0.237,0.216,0.203,0.193,0.188,0.183,0.178,0.174,0.170,0.167,0.164,0.163,0.162,0.160,0.159,0.158,0.157,0.155,0.153,0.152,0.149,0.147,0.146,0.145,0.144,0.145,0.144,0.143,0.143,0.144,0.143
FAUG_P,1.179,1.128,1.027,0.966,0.918,0.893,0.870,0.848,0.827,0.809,0.794,0.781,0.775,0.769,0.762,0.757,0.751,0.744,0.736,0.727,0.720,0.710,0.700,0.693,0.688,0.683,0.687,0.682,0.679,0.682,0.683,0.680
FAWL_1,115.310,110.317,100.469,94.438,89.831,87.369,85.061,82.964,80.874,79.117,77.674,76.369,75.792,75.236,74.564,74.029,73.471,72.813,72.035,71.114,70.450,69.454,68.506,67.797,67.325,66.819,67.193,66.746,66.409,66.676,66.808,66.485
FECK_6,129.011,123.425,112.406,105.659,100.504,97.750,95.168,92.822,90.483,88.517,86.904,85.443,84.798,84.175,83.424,82.825,82.200,81.465,80.594,79.564,78.821,77.707,76.645,75.852,75.325,74.759,75.177,74.676,74.300,74.599,74.746,74.385
FERRA2,43.688,41.796,38.065,35.780,34.034,33.101,32.227,31.433,30.641,29.975,29.428,28.934,28.715,28.504,28.250,28.047,27.836,27.587,27.292,26.943,26.691,26.314,25.955,25.686,25.507,25.316,25.458,25.288,25.160,25.262,25.311,25.189
FERRB1,126.811,121.319,110.489,103.857,98.790,96.083,93.544,91.238,88.940,87.007,85.421,83.986,83.352,82.739,82.001,81.412,80.798,80.075,79.219,78.207,77.477,76.381,75.338,74.559,74.040,73.484,73.895,73.403,73.032,73.326,73.471,73.116
FETT_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FIDD_P,4.957,4.743,4.319,4.060,3.862,3.756,3.657,3.567,3.477,3.401,3.339,3.283,3.258,3.234,3.206,3.183,3.159,3.130,3.097,3.057,3.029,2.986,2.945,2.915,2.894,2.873,2.889,2.870,2.855,2.867,2.872,2.858
FIDF_1,114.982,110.003,100.183,94.170,89.575,87.120,84.819,82.728,80.644,78.892,77.454,76.152,75.577,75.022,74.352,73.819,73.262,72.606,71.830,70.912,70.250,69.257,68.311,67.604,67.134,66.629,67.002,66.556,66.220,66.487,66.618,66.296
FINN,5.360,5.127,4.670,4.389,4.175,4.061,3.954,3.856,3.759,3.677,3.610,3.550,3.523,3.497,3.466,3.441,3.415,3.384,3.348,3.305,3.274,3.228,3.184,3.151,3.129,3.106,3.123,3.102,3.087,3.099,3.105,3.090
FLEE_1,308.658,295.292,268.931,252.788,240.455,233.866,227.688,222.075,216.480,211.776,207.916,204.421,202.878,201.388,199.591,198.158,196.664,194.903,192.820,190.355,188.578,185.912,183.373,181.476,180.214,178.859,179.861,178.663,177.761,178.477,178.828,177.965
FOUR_1,9.027,8.637,7.866,7.393,7.033,6.840,6.659,6.495,6.331,6.194,6.081,5.979,5.934,5.890,5.837,5.796,5.752,5.700,5.639,5.567,5.515,5.437,5.363,5.308,5.271,5.231,5.260,5.225,5.199,5.220,5.230,5.205
FRAS_P,5.633,5.389,4.908,4.613,4.388,4.268,4.155,4.053,3.951,3.865,3.794,3.731,3.702,3.675,3.642,3.616,3.589,3.557,3.519,3.474,3.441,3.393,3.346,3.312,3.289,3.264,3.282,3.260,3.244,3.257,3.264,3.248
FROD_1,126.950,121.452,110.610,103.971,98.898,96.188,93.647,91.339,89.037,87.103,85.515,84.078,83.443,82.830,82.091,81.502,80.887,80.163,79.306,78.292,77.561,76.465,75.421,74.640,74.121,73.564,73.976,73.483,73.112,73.407,73.551,73.196
FWIL_P,7.584,7.255,6.608,6.211,5.908,5.746,5.594,5.456,5.319,5.203,5.108,5.023,4.985,4.948,4.904,4.869,4.832,4.789,4.738,4.677,4.633,4.568,4.505,4.459,4.428,4.395,4.419,4.390,4.368,4.385,4.394,4.373
GALA,9.342,8.937,8.139,7.651,7.277,7.078,6.891,6.721,6.552,6.409,6.293,6.187,6.140,6.095,6.041,5.997,5.952,5.899,5.836,5.761,5.707,5.627,5.550,5.492,5.454,5.413,5.444,5.407,5.380,5.402,5.412,5.386
GIFF,27.343,26.159,23.824,22.394,21.301,20.718,20.170,19.673,19.178,18.761,18.419,18.109,17.973,17.841,17.681,17.554,17.422,17.266,17.082,16.863,16.706,16.470,16.245,16.077,15.965,15.845,15.934,15.827,15.748,15.811,15.842,15.766
GLEF_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GLLE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GLLU,4.743,4.537,4.132,3.884,3.695,3.593,3.499,3.412,3.326,3.254,3.195,3.141,3.117,3.094,3.067,3.045,3.022,2.995,2.963,2.925,2.898,2.857,2.818,2.788,2.769,2.748,2.764,2.745,2.731,2.742,2.748,2.735
GLNI,8.524,8.155,7.427,6.981,6.641,6.459,6.288,6.133,5.979,5.849,5.742,5.646,5.603,5.562,5.512,5.473,5.431,5.383,5.325,5.257,5.208,5.134,5.064,5.012,4.977,4.940,4.967,4.934,4.909,4.929,4.939,4.915
GLRO,12.815,12.260,11.166,10.496,9.983,9.710,9.453,9.220,8.988,8.793,8.632,8.487,8.423,8.361,8.287,8.227,8.165,8.092,8.006,7.903,7.830,7.719,7.613,7.535,7.482,7.426,7.468,7.418,7.380,7.410,7.425,7.389
GORG,10.771,10.305,9.385,8.822,8.391,8.161,7.946,7.750,7.555,7.390,7.256,7.134,7.080,7.028,6.965,6.915,6.863,6.802,6.729,6.643,6.581,6.488,6.399,6.333,6.289,6.242,6.277,6.235,6.203,6.228,6.241,6.211
GOVA,9.909,9.479,8.633,8.115,7.719,7.508,7.309,7.129,6.949,6.798,6.674,6.562,6.513,6.465,6.407,6.361,6.313,6.257,6.190,6.111,6.054,5.968,5.887,5.826,5.785,5.742,5.774,5.735,5.706,5.729,5.741,5.713
GREE_H,12.398,11.861,10.802,10.154,9.658,9.393,9.145,8.920,8.695,8.506,8.351,8.211,8.149,8.089,8.017,7.959,7.899,7.829,7.745,7.646,7.574,7.467,7.365,7.289,7.239,7.184,7.224,7.176,7.140,7.169,7.183,7.148
GREN_1,299.854,286.869,261.261,245.578,233.596,227.195,221.193,215.741,210.305,205.736,201.985,198.590,197.092,195.644,193.898,192.506,191.054,189.344,187.320,184.926,183.199,180.610,178.143,176.300,175.074,173.758,174.731,173.567,172.691,173.386,173.727,172.889
GRIW_1,102.963,98.505,89.711,84.326,80.212,78.014,75.953,74.081,72.214,70.645,69.357,68.191,67.677,67.180,66.580,66.102,65.604,65.016,64.321,63.499,62.907,62.017,61.170,60.537,60.116,59.665,59.999,59.599,59.298,59.537,59.654,59.366
GRUB_P,0.679,0.649,0.592,0.556,0.529,0.514,0.501,0.488,0.476,0.466,0.457,0.450,0.446,0.443,0.439,0.436,0.433,0.429,0.424,0.419,0.415,0.409,0.403,0.399,0.396,0.393,0.396,0.393,0.391,0.393,0.393,0.391
G_EXTRA_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
G_EXTRA_10,17.609,16.846,15.342,14.421,13.718,13.342,12.989,12.669,12.350,12.082,11.861,11.662,11.574,11.489,11.387,11.305,11.220,11.119,11.000,10.860,10.758,10.606,10.461,10.353,10.281,10.204,10.261,10.193,10.141,10.182,10.202,10.153
G_EXTRA_11,12.615,12.068,10.991,10.331,9.827,9.558,9.305,9.076,8.847,8.655,8.497,8.355,8.292,8.231,8.157,8.099,8.038,7.966,7.880,7.780,7.707,7.598,7.494,7.417,7.365,7.310,7.351,7.302,7.265,7.294,7.309,7.273
G_EXTRA_13,0.000,0.000,3.952,3.715,3.534,3.437,3.346,3.264,3.181,3.112,3.055,3.004,2.981,2.960,2.933,2.912,2.890,2.864,2.834,2.797,2.771,2.732,2.695,2.667,2.648,2.628,2.643,2.626,2.612,2.623,2.628,2.615
G_EXTRA_14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
G_EXTRA_15,0.000,0.000,0.000,0.000,0.000,0.000,1.956,1.908,1.860,1.819,1.786,1.756,1.743,1.730,1.715,1.702,1.690,1.674,1.657,1.635,1.620,1.597,1.575,1.559,1.548,1.537,1.545,1.535,1.527,1.533,1.536,1.529
G_EXTRA_16,0.000,0.000,0.000,0.000,4.166,4.051,3.944,3.847,3.750,3.669,3.602,3.541,3.515,3.489,3.457,3.433,3.407,3.376,3.340,3.297,3.267,3.221,3.176,3.144,3.122,3.098,3.116,3.095,3.079,3.092,3.098,3.083
G_EXTRA_2,18.906,18.087,16.472,15.483,14.728,14.324,13.946,13.602,13.260,12.971,12.735,12.521,12.426,12.335,12.225,12.137,12.046,11.938,11.810,11.659,11.551,11.387,11.232,11.116,11.038,10.955,11.017,10.943,10.888,10.932,10.953,10.900
G_EXTRA_3,3.227,3.087,2.812,2.643,2.514,2.445,2.380,2.322,2.263,2.214,2.174,2.137,2.121,2.105,2.087,2.072,2.056,2.038,2.016,1.990,1.972,1.944,1.917,1.897,1.884,1.870,1.880,1.868,1.858,1.866,1.870,1.861
G_EXTRA_4,13.936,13.332,12.142,11.413,10.856,10.559,10.280,10.026,9.774,9.562,9.387,9.229,9.160,9.092,9.011,8.947,8.879,8.800,8.706,8.594,8.514,8.394,8.279,8.193,8.136,8.075,8.121,8.066,8.026,8.058,8.074,8.035
G_EXTRA_5,10.068,9.632,8.772,8.246,7.843,7.628,7.427,7.244,7.061,6.908,6.782,6.668,6.618,6.569,6.510,6.464,6.415,6.358,6.290,6.209,6.151,6.064,5.981,5.920,5.878,5.834,5.867,5.828,5.798,5.822,5.833,5.805
G_EXTRA_6,3.698,3.538,3.222,3.029,2.881,2.802,2.728,2.661,2.594,2.537,2.491,2.449,2.431,2.413,2.391,2.374,2.356,2.335,2.310,2.281,2.259,2.227,2.197,2.174,2.159,2.143,2.155,2.141,2.130,2.138,2.143,2.132
G_EXTRA_7,8.839,8.456,7.701,7.239,6.886,6.697,6.520,6.359,6.199,6.064,5.954,5.854,5.810,5.767,5.715,5.674,5.632,5.581,5.522,5.451,5.400,5.324,5.251,5.197,5.161,5.122,5.150,5.116,5.090,5.111,5.121,5.096
G_EXTRA_8,7.595,7.266,6.617,6.220,5.917,5.754,5.602,5.464,5.327,5.211,5.116,5.030,4.992,4.955,4.911,4.876,4.839,4.796,4.744,4.684,4.640,4.575,4.512,4.465,4.434,4.401,4.426,4.396,4.374,4.392,4.400,4.379
G_EXTRA_9,13.493,12.909,11.756,11.050,10.511,10.223,9.953,9.708,9.463,9.258,9.089,8.936,8.869,8.804,8.725,8.662,8.597,8.520,8.429,8.321,8.244,8.127,8.016,7.933,7.878,7.819,7.863,7.810,7.771,7.802,7.817,7.780
HACK_1,48.450,46.352,42.214,39.680,37.744,36.710,35.740,34.859,33.981,33.243,32.637,32.088,31.846,31.612,31.330,31.105,30.870,30.594,30.267,29.880,29.601,29.183,28.784,28.486,28.288,28.076,28.233,28.045,27.903,28.016,28.071,27.935
HACK_6,58.777,56.232,51.212,48.138,45.789,44.534,43.358,42.289,41.224,40.328,39.593,38.927,38.634,38.350,38.008,37.735,37.450,37.115,36.718,36.249,35.911,35.403,34.919,34.558,34.318,34.060,34.250,34.022,33.851,33.987,34.054,33.889
HAGR,13.818,13.220,12.040,11.317,10.765,10.470,10.193,9.942,9.692,9.481,9.308,9.152,9.083,9.016,8.936,8.871,8.805,8.726,8.632,8.522,8.443,8.323,8.210,8.125,8.068,8.007,8.052,7.999,7.958,7.990,8.006,7.967
HAMHC1,166.109,158.915,144.729,136.041,129.404,125.858,122.533,119.513,116.501,113.970,111.893,110.012,109.182,108.380,107.412,106.641,105.837,104.890,103.769,102.442,101.486,100.051,98.685,97.664,96.984,96.256,96.795,96.150,95.664,96.050,96.239,95.774
HARK_1,125.255,119.831,109.134,102.583,97.578,94.904,92.397,90.119,87.849,85.940,84.373,82.955,82.329,81.724,80.995,80.414,79.807,79.093,78.247,77.247,76.526,75.444,74.414,73.644,73.132,72.582,72.989,72.502,72.136,72.427,72.569,72.219
HARM_6,41.416,39.622,36.085,33.919,32.264,31.380,30.551,29.798,29.047,28.416,27.898,27.429,27.222,27.022,26.781,26.589,26.388,26.152,25.872,25.542,25.303,24.946,24.605,24.350,24.181,23.999,24.134,23.973,23.852,23.948,23.995,23.879
HAWI,7.783,7.446,6.781,6.374,6.063,5.897,5.741,5.600,5.459,5.340,5.243,5.155,5.116,5.078,5.033,4.997,4.959,4.915,4.862,4.800,4.755,4.688,4.624,4.576,4.544,4.510,4.535,4.505,4.482,4.501,4.509,4.488
HAWP_6,56.510,54.062,49.236,46.281,44.023,42.816,41.685,40.658,39.633,38.772,38.066,37.426,37.143,36.870,36.541,36.279,36.005,35.683,35.302,34.851,34.525,34.037,33.572,33.225,32.994,32.746,32.929,32.710,32.545,32.676,32.740,32.582
HELE,8.715,8.338,7.593,7.138,6.789,6.603,6.429,6.270,6.112,5.980,5.871,5.772,5.728,5.686,5.636,5.595,5.553,5.503,5.444,5.375,5.325,5.249,5.178,5.124,5.088,5.050,5.078,5.045,5.019,5.039,5.049,5.025
HEYS1,1.115,1.067,0.971,0.913,0.869,0.845,0.822,0.802,0.782,0.765,0.751,0.738,0.733,0.727,0.721,0.716,0.710,0.704,0.697,0.688,0.681,0.672,0.662,0.656,0.651,0.646,0.650,0.645,0.642,0.645,0.646,0.643
HEYS_1,35.625,34.083,31.040,29.177,27.753,26.993,26.280,25.632,24.986,24.443,23.998,23.594,23.416,23.244,23.037,22.871,22.699,22.496,22.255,21.971,21.766,21.458,21.165,20.946,20.800,20.644,20.760,20.621,20.517,20.600,20.640,20.541
HUER,1.681,1.608,1.465,1.377,1.309,1.274,1.240,1.209,1.179,1.153,1.132,1.113,1.105,1.097,1.087,1.079,1.071,1.061,1.050,1.037,1.027,1.012,0.999,0.988,0.981,0.974,0.980,0.973,0.968,0.972,0.974,0.969
HURS_1,127.749,122.217,111.307,104.626,99.521,96.794,94.237,91.914,89.598,87.651,86.053,84.607,83.969,83.352,82.608,82.015,81.396,80.668,79.805,78.785,78.050,76.947,75.896,75.110,74.588,74.027,74.442,73.946,73.573,73.869,74.014,73.657
HUTT_1,61.800,59.124,53.846,50.614,48.144,46.825,45.588,44.464,43.344,42.402,41.629,40.930,40.621,40.322,39.962,39.676,39.376,39.024,38.607,38.113,37.758,37.224,36.715,36.336,36.083,35.812,36.012,35.772,35.592,35.735,35.805,35.633
IMPK_1,4.021,3.847,3.503,3.293,3.132,3.047,2.966,2.893,2.820,2.759,2.709,2.663,2.643,2.624,2.600,2.581,2.562,2.539,2.512,2.480,2.457,2.422,2.389,2.364,2.348,2.330,2.343,2.327,2.316,2.325,2.330,2.318
INDQ1,175.879,168.262,153.242,144.043,137.015,133.261,129.740,126.542,123.354,120.674,118.474,116.483,115.604,114.754,113.730,112.914,112.062,111.059,109.872,108.468,107.455,105.936,104.489,103.408,102.689,101.917,102.488,101.805,101.291,101.699,101.899,101.408
INKE,20.845,19.942,18.162,17.072,16.239,15.794,15.377,14.998,14.620,14.302,14.042,13.806,13.701,13.601,13.479,13.383,13.282,13.163,13.022,12.856,12.736,12.556,12.384,12.256,12.171,12.079,12.147,12.066,12.005,12.053,12.077,12.019
INNE_P,28.521,27.286,24.850,23.359,22.219,21.610,21.039,20.521,20.004,19.569,19.212,18.889,18.747,18.609,18.443,18.311,18.173,18.010,17.817,17.590,17.425,17.179,16.944,16.769,16.653,16.527,16.620,16.509,16.426,16.492,16.524,16.445
IROA1,243.968,233.404,212.568,199.808,190.059,184.851,179.968,175.532,171.109,167.391,164.340,161.578,160.358,159.180,157.760,156.627,155.446,154.054,152.408,150.460,149.055,146.948,144.941,143.442,142.444,141.373,142.165,141.218,140.505,141.071,141.348,140.666
IRONB1,85.630,81.922,74.609,70.131,66.709,64.881,63.167,61.610,60.058,58.753,57.682,56.712,56.284,55.871,55.372,54.975,54.560,54.072,53.494,52.810,52.317,51.577,50.873,50.347,49.996,49.621,49.898,49.566,49.316,49.515,49.612,49.373
ISLI_1,0.000,0.000,0.000,91.613,87.143,84.755,82.516,80.482,78.454,76.750,75.351,74.084,73.525,72.985,72.333,71.814,71.272,70.635,69.880,68.986,68.342,67.376,66.456,65.769,65.311,64.820,65.183,64.749,64.422,64.682,64.809,64.496
IVER_1,169.161,161.836,147.388,138.541,131.782,128.171,124.785,121.709,118.642,116.065,113.949,112.033,111.188,110.371,109.386,108.601,107.782,106.817,105.675,104.325,103.351,101.890,100.498,99.458,98.767,98.024,98.573,97.916,97.422,97.815,98.007,97.534
IVER_6,53.338,51.028,46.473,43.683,41.552,40.413,39.346,38.376,37.409,36.596,35.929,35.325,35.059,34.801,34.491,34.243,33.985,33.680,33.320,32.895,32.587,32.127,31.688,31.360,31.142,30.908,31.081,30.874,30.718,30.842,30.903,30.753
JOHN,16.307,15.601,14.208,13.356,12.704,12.356,12.029,11.733,11.437,11.189,10.985,10.800,10.719,10.640,10.545,10.469,10.390,10.297,10.187,10.057,9.963,9.822,9.688,9.588,9.521,9.450,9.503,9.439,9.392,9.430,9.448,9.402
JORD_3,22.953,21.959,19.999,18.799,17.881,17.391,16.932,16.515,16.098,15.749,15.462,15.202,15.087,14.976,14.843,14.736,14.625,14.494,14.339,14.156,14.024,13.825,13.637,13.495,13.402,13.301,13.375,13.286,13.219,13.272,13.299,13.234
KAIM,34.792,33.285,30.314,28.494,27.104,26.361,25.665,25.032,24.402,23.871,23.436,23.042,22.868,22.700,22.498,22.336,22.168,21.970,21.735,21.457,21.257,20.956,20.670,20.456,20.314,20.161,20.274,20.139,20.037,20.118,20.158,20.060
KEAD_1,112.673,107.794,98.171,92.278,87.776,85.371,83.115,81.066,79.024,77.307,75.898,74.622,74.059,73.515,72.859,72.336,71.790,71.148,70.387,69.487,68.839,67.866,66.939,66.246,65.785,65.291,65.657,65.219,64.890,65.151,65.280,64.965
KEAR_1,242.405,231.908,211.205,198.528,188.842,183.667,178.815,174.407,170.012,166.319,163.287,160.542,159.331,158.160,156.749,155.624,154.450,153.067,151.431,149.496,148.100,146.006,144.012,142.522,141.531,140.467,141.254,140.313,139.605,140.167,140.443,139.765
KEAR_3,37.989,36.344,33.100,31.113,29.595,28.784,28.023,27.333,26.644,26.065,25.590,25.160,24.970,24.787,24.565,24.389,24.205,23.988,23.732,23.429,23.210,22.882,22.569,22.336,22.180,22.014,22.137,21.990,21.879,21.967,22.010,21.904
KEIT_P,14.348,13.727,10.694,10.052,9.562,9.299,9.054,8.831,8.608,8.421,8.268,8.129,8.068,8.009,7.937,7.879,7.820,7.750,7.667,7.570,7.499,7.393,7.292,7.216,7.166,7.112,7.152,7.104,7.068,7.098,7.111,7.077
KEMS_1,120.489,115.272,104.981,98.680,93.865,91.293,88.881,86.690,84.506,82.670,81.163,79.799,79.197,78.615,77.913,77.354,76.771,76.083,75.270,74.308,73.614,72.574,71.582,70.842,70.349,69.820,70.211,69.744,69.392,69.671,69.808,69.471
KEOO,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
KIBY_1,94.739,90.637,82.546,77.591,73.805,71.783,69.886,68.163,66.446,65.002,63.818,62.745,62.271,61.814,61.262,60.822,60.364,59.823,59.184,58.427,57.882,57.064,56.284,55.702,55.315,54.899,55.206,54.839,54.562,54.782,54.889,54.624
KIBY_G,42.267,40.437,36.827,34.616,32.927,32.025,31.179,30.410,29.644,29.000,28.472,27.993,27.782,27.578,27.332,27.135,26.931,26.690,26.404,26.067,25.823,25.458,25.111,24.851,24.678,24.493,24.630,24.466,24.342,24.440,24.488,24.370
KIER,28.299,27.074,24.657,23.177,22.046,21.442,20.875,20.361,19.848,19.417,19.063,18.742,18.601,18.464,18.299,18.168,18.031,17.870,17.679,17.453,17.290,17.045,16.812,16.638,16.523,16.399,16.490,16.381,16.298,16.364,16.396,16.317
