GSP,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
KIIN_P,0.796,0.761,0.694,0.652,0.620,0.603,0.587,0.573,0.558,0.546,0.536,0.527,0.523,0.519,0.515,0.511,0.507,0.503,0.497,0.491,0.486,0.479,0.473,0.468,0.465,0.461,0.464,0.461,0.458,0.460,0.461,0.459
KILS,14.202,13.587,12.374,11.632,11.064,10.761,10.477,10.218,9.961,9.745,9.567,9.406,9.335,9.267,9.184,9.118,9.049,8.968,8.872,8.759,8.677,8.554,8.438,8.350,8.292,8.230,8.276,8.221,8.179,8.212,8.228,8.189
KILT,18.072,17.290,15.746,14.801,14.079,13.693,13.331,13.003,12.675,12.400,12.174,11.969,11.879,11.791,11.686,11.602,11.515,11.412,11.290,11.145,11.041,10.885,10.737,10.626,10.552,10.472,10.531,10.461,10.408,10.450,10.471,10.420
KILW,21.072,20.159,18.359,17.257,16.415,15.966,15.544,15.161,14.779,14.458,14.194,13.955,13.850,13.748,13.626,13.528,13.426,13.306,13.163,12.995,12.874,12.692,12.519,12.389,12.303,12.210,12.279,12.197,12.135,12.184,12.208,12.149
KINL_P,0.681,0.651,0.593,0.558,0.530,0.516,0.502,0.490,0.478,0.467,0.459,0.451,0.448,0.444,0.440,0.437,0.434,0.430,0.425,0.420,0.416,0.410,0.404,0.400,0.398,0.395,0.397,0.394,0.392,0.394,0.394,0.393
KINO_1,114.394,109.440,99.670,93.687,89.116,86.674,84.385,82.305,80.231,78.488,77.057,75.762,75.190,74.638,73.972,73.441,72.887,72.234,71.462,70.549,69.890,68.902,67.961,67.258,66.790,66.288,66.659,66.215,65.881,66.146,66.277,65.957
KINT_P,21.148,20.232,16.281,15.304,14.557,14.158,13.784,13.445,13.106,12.821,12.587,12.376,12.282,12.192,12.083,11.997,11.906,11.800,11.673,11.524,11.416,11.255,11.102,10.987,10.910,10.829,10.889,10.816,10.761,10.805,10.826,10.774
KIRKB1,77.375,74.024,67.416,63.369,60.277,58.626,57.077,55.670,54.267,53.088,52.121,51.244,50.858,50.484,50.034,49.674,49.300,48.858,48.336,47.718,47.273,46.605,45.968,45.493,45.176,44.837,45.088,44.787,44.561,44.741,44.829,44.612
KITW_1,184.330,176.348,160.605,150.965,143.599,139.664,135.975,132.623,129.281,126.472,124.167,122.080,121.159,120.268,119.195,118.340,117.447,116.396,115.152,113.680,112.619,111.027,109.510,108.377,107.623,106.814,107.413,106.697,106.159,106.586,106.796,106.280
KNAR,57.363,54.879,49.980,46.979,44.687,43.463,42.315,41.272,40.232,39.358,38.640,37.991,37.704,37.427,37.093,36.827,36.549,36.222,35.835,35.377,35.046,34.551,34.079,33.726,33.492,33.240,33.426,33.204,33.036,33.169,33.234,33.074
LACK_6,121.605,116.339,105.953,99.593,94.734,92.138,89.704,87.493,85.288,83.435,81.914,80.537,79.930,79.342,78.634,78.070,77.481,76.787,75.967,74.996,74.296,73.245,72.245,71.498,71.000,70.467,70.861,70.389,70.034,70.316,70.454,70.114
LAIR_P,0.340,0.325,0.296,0.278,0.265,0.258,0.251,0.245,0.238,0.233,0.229,0.225,0.224,0.222,0.220,0.218,0.217,0.215,0.212,0.210,0.208,0.205,0.202,0.200,0.199,0.197,0.198,0.197,0.196,0.197,0.197,0.196
LALE1SG003,104.674,100.141,91.202,85.727,81.544,79.310,77.215,75.311,73.414,71.819,70.510,69.324,68.801,68.296,67.686,67.200,66.694,66.097,65.390,64.554,63.952,63.048,62.187,61.543,61.115,60.656,60.995,60.589,60.283,60.526,60.645,60.353
LAND1,118.015,112.905,102.826,96.653,91.938,89.418,87.056,84.910,82.771,80.973,79.496,78.160,77.570,77.000,76.313,75.766,75.194,74.521,73.724,72.782,72.103,71.083,70.113,69.387,68.905,68.387,68.770,68.311,67.967,68.241,68.375,68.045
LEGA_1,120.459,115.242,104.955,98.654,93.841,91.270,88.859,86.668,84.484,82.649,81.142,79.778,79.176,78.595,77.893,77.334,76.751,76.064,75.251,74.289,73.595,72.555,71.564,70.824,70.331,69.803,70.193,69.726,69.374,69.653,69.790,69.454
LEVE,14.650,14.016,12.764,11.998,11.413,11.100,10.807,10.540,10.275,10.052,9.868,9.702,9.629,9.559,9.473,9.405,9.334,9.251,9.152,9.035,8.951,8.824,8.703,8.613,8.554,8.489,8.537,8.480,8.437,8.471,8.488,8.447
LING,15.197,14.539,13.241,12.446,11.839,11.515,11.210,10.934,10.659,10.427,10.237,10.065,9.989,9.916,9.827,9.757,9.683,9.596,9.494,9.372,9.285,9.154,9.029,8.935,8.873,8.806,8.856,8.797,8.752,8.788,8.805,8.762
LINM,20.398,19.515,17.773,16.706,15.891,15.455,13.091,12.768,12.446,12.176,11.954,11.753,11.664,11.579,11.475,11.393,11.307,11.206,11.086,10.945,10.842,10.689,10.543,10.434,10.362,10.283,10.341,10.272,10.220,10.262,10.282,10.232
LISD_1,138.728,132.720,120.873,113.617,108.074,105.112,102.335,99.813,97.298,95.184,93.449,91.878,91.185,90.515,89.707,89.063,88.391,87.600,86.664,85.556,84.757,83.559,82.418,81.565,80.998,80.389,80.839,80.301,79.896,80.217,80.375,79.987
LITT_C,44.278,42.360,38.579,36.263,34.494,33.548,32.662,31.857,31.054,30.380,29.826,29.325,29.103,28.889,28.632,28.426,28.212,27.959,27.660,27.307,27.052,26.669,26.305,26.033,25.852,25.658,25.801,25.629,25.500,25.603,25.653,25.529
LITT_J,3.677,3.518,3.204,3.011,2.864,2.786,2.712,2.645,2.579,2.523,2.477,2.435,2.417,2.399,2.378,2.361,2.343,2.322,2.297,2.268,2.246,2.215,2.184,2.162,2.147,2.131,2.143,2.128,2.118,2.126,2.130,2.120
LODR_6,105.791,101.210,92.175,64.981,61.811,60.117,58.529,57.086,55.648,54.439,53.447,52.548,52.151,51.769,51.307,50.938,50.554,50.102,49.566,48.932,48.475,47.790,47.138,46.650,46.325,45.977,46.234,45.927,45.695,45.879,45.969,45.748
LOUD_H,23.501,22.483,20.476,19.247,18.308,17.806,17.336,16.909,16.483,16.124,15.831,15.564,15.447,15.334,15.197,15.088,14.974,14.840,14.681,14.493,14.358,14.155,13.962,13.817,13.721,13.618,13.694,13.603,13.535,13.589,13.616,13.550
LOVE_1,233.057,222.965,203.061,190.872,181.559,176.584,171.919,167.681,163.456,159.905,156.990,154.351,153.186,152.061,150.704,149.622,148.494,147.165,145.591,143.731,142.389,140.376,138.459,137.026,136.073,135.050,135.807,134.902,134.221,134.762,135.027,134.375
LUNA_P,9.167,8.770,7.987,7.507,7.141,6.946,6.762,6.595,6.429,6.289,6.175,6.071,6.025,5.981,5.928,5.885,5.841,5.788,5.726,5.653,5.601,5.521,5.446,5.390,5.352,5.312,5.342,5.306,5.279,5.301,5.311,5.285
LYND_P,10.602,10.142,9.237,8.683,8.259,8.033,7.820,7.628,7.435,7.274,7.141,7.021,6.968,6.917,6.855,6.806,6.755,6.694,6.623,6.538,6.477,6.386,6.298,6.233,6.190,6.143,6.178,6.137,6.106,6.130,6.142,6.113
MACC_3,38.556,36.887,33.594,31.577,30.037,29.214,28.442,27.741,27.042,26.454,25.972,25.535,25.343,25.157,24.932,24.753,24.566,24.347,24.086,23.778,23.556,23.223,22.906,22.669,22.512,22.342,22.468,22.318,22.205,22.295,22.338,22.231
MACD_P,5.907,5.651,5.147,4.838,4.602,4.476,4.357,4.250,4.143,4.053,3.979,3.912,3.883,3.854,3.820,3.792,3.764,3.730,3.690,3.643,3.609,3.558,3.509,3.473,3.449,3.423,3.442,3.419,3.402,3.416,3.422,3.406
MAGA_6,19.583,18.734,17.062,16.038,15.255,14.837,14.445,14.089,13.734,13.436,13.191,12.969,12.871,12.777,12.663,12.572,12.477,12.365,12.233,12.077,11.964,11.795,11.634,11.514,11.433,11.348,11.411,11.335,11.278,11.323,11.346,11.291
MANN_1,234.321,224.173,204.161,191.906,182.543,177.541,172.851,168.590,164.342,160.772,157.841,155.188,154.017,152.885,151.521,150.433,149.299,147.962,146.381,144.510,143.161,141.137,139.209,137.769,136.811,135.783,136.543,135.633,134.949,135.492,135.759,135.104
MAYB,4.038,3.863,3.518,3.307,3.146,3.060,2.979,2.905,2.832,2.771,2.720,2.674,2.654,2.635,2.611,2.593,2.573,2.550,2.523,2.490,2.467,2.432,2.399,2.374,2.358,2.340,2.353,2.337,2.326,2.335,2.340,2.328
MELK_1,163.302,156.230,142.284,133.743,127.218,123.731,120.463,117.493,114.533,112.045,110.002,108.153,107.337,106.548,105.598,104.840,104.049,103.117,102.015,100.711,99.771,98.361,97.017,96.014,95.346,94.629,95.159,94.525,94.048,94.427,94.613,94.156
MILC_P,18.738,17.926,16.326,15.346,14.597,14.197,13.822,13.481,13.142,12.856,12.622,12.410,12.316,12.226,12.117,12.030,11.939,11.832,11.705,11.556,11.448,11.286,11.132,11.017,10.940,10.858,10.919,10.846,10.791,10.835,10.856,10.804
MILH_1,60.518,57.898,52.729,49.564,47.146,45.854,44.642,43.542,42.445,41.523,40.766,40.081,39.778,39.486,39.133,38.853,38.560,38.214,37.806,37.323,36.974,36.452,35.954,35.582,35.334,35.069,35.265,35.030,34.853,34.994,35.063,34.893
MITY_1,117.809,112.707,102.646,96.484,91.777,89.262,86.904,84.761,82.626,80.831,79.357,78.023,77.435,76.866,76.180,75.633,75.062,74.391,73.595,72.655,71.976,70.959,69.990,69.266,68.784,68.267,68.649,68.192,67.848,68.121,68.255,67.926
MYBS_P,3.093,2.959,2.695,2.533,2.410,2.344,2.282,2.226,2.170,2.122,2.084,2.049,2.033,2.018,2.000,1.986,1.971,1.953,1.932,1.908,1.890,1.863,1.838,1.819,1.806,1.793,1.803,1.791,1.782,1.789,1.792,1.784
NAIR_P,9.086,8.693,7.917,7.442,7.078,6.884,6.703,6.537,6.373,6.234,6.121,6.018,5.972,5.928,5.876,5.833,5.789,5.738,5.676,5.604,5.551,5.473,5.398,5.342,5.305,5.265,5.295,5.259,5.233,5.254,5.264,5.239
NEAR,31.169,29.819,27.157,25.527,24.282,23.616,22.992,22.426,21.861,21.386,20.996,20.643,20.487,20.337,20.155,20.010,19.860,19.682,19.471,19.223,19.043,18.774,18.517,18.326,18.198,18.062,18.163,18.042,17.951,18.023,18.058,17.971
NECE_1,107.983,103.307,94.085,88.437,84.123,81.817,79.656,77.692,75.735,74.089,72.739,71.516,70.977,70.455,69.826,69.325,68.802,68.186,67.458,66.595,65.974,65.041,64.153,63.489,63.047,62.574,62.924,62.505,62.189,62.440,62.563,62.261
NEEP_3,31.219,29.867,27.201,25.568,24.321,23.654,23.030,22.462,21.896,21.420,21.030,20.676,20.520,20.369,20.188,20.043,19.892,19.714,19.503,19.254,19.074,18.804,18.547,18.355,18.228,18.091,18.192,18.071,17.980,18.052,18.088,18.000
NETS,2.204,2.109,1.920,1.805,1.717,1.670,1.626,1.586,1.546,1.512,1.485,1.460,1.449,1.438,1.425,1.415,1.404,1.392,1.377,1.359,1.347,1.328,1.309,1.296,1.287,1.277,1.284,1.276,1.269,1.275,1.277,1.271
NEWX_6,117.165,112.091,102.085,95.957,91.276,88.774,86.429,84.299,82.175,80.389,78.924,77.597,77.012,76.446,75.764,75.220,74.653,73.984,73.193,72.258,71.583,70.571,69.608,68.887,68.408,67.894,68.274,67.819,67.477,67.749,67.882,67.555
NFLE,159.085,152.196,138.609,130.289,123.932,120.536,117.352,114.459,111.575,109.151,107.161,105.360,104.565,103.797,102.870,102.132,101.362,100.454,99.381,98.110,97.194,95.821,94.512,93.534,92.883,92.185,92.701,92.084,91.619,91.988,92.169,91.724
NHYD_6,50.028,47.861,43.589,40.972,38.973,37.905,36.904,35.994,35.087,34.325,33.699,33.133,32.883,32.641,32.350,32.118,31.875,31.590,31.252,30.853,30.565,30.133,29.721,29.414,29.209,28.990,29.152,28.958,28.812,28.928,28.985,28.845
NINF_1,159.359,152.458,138.848,130.514,124.146,120.744,117.554,114.657,111.768,109.340,107.346,105.542,104.746,103.976,103.048,102.308,101.537,100.628,99.552,98.280,97.362,95.986,94.675,93.696,93.044,92.345,92.862,92.243,91.777,92.147,92.328,91.883
NORL_3,24.233,23.183,21.114,19.846,18.878,18.361,17.876,17.435,16.996,16.626,16.323,16.049,15.928,15.811,15.670,15.557,15.440,15.302,15.138,14.945,14.805,14.596,14.397,14.248,14.149,14.042,14.121,14.027,13.956,14.012,14.040,13.972
NORM_1,207.559,198.571,180.844,169.989,161.695,157.264,153.110,149.335,145.573,142.410,139.814,137.464,136.427,135.424,134.216,133.252,132.247,131.064,129.663,128.005,126.810,125.018,123.310,122.035,121.186,120.275,120.948,120.143,119.536,120.018,120.254,119.674
NORT_1,174.951,167.375,152.433,143.283,136.292,132.558,129.056,125.874,122.703,120.037,117.849,115.868,114.994,114.149,113.130,112.318,111.471,110.473,109.292,107.895,106.888,105.377,103.938,102.863,102.147,101.379,101.947,101.268,100.757,101.163,101.362,100.873
NURS_1,101.173,96.792,88.151,82.860,78.817,76.657,74.632,72.793,70.959,69.417,68.152,67.006,66.500,66.012,65.423,64.953,64.463,63.886,63.203,62.395,61.813,60.939,60.107,59.485,59.071,58.627,58.956,58.563,58.267,58.502,58.617,58.334
OCKH_1,39.343,37.639,34.279,32.221,30.649,29.809,29.022,28.306,27.593,26.994,26.502,26.056,25.860,25.670,25.441,25.258,25.067,24.843,24.577,24.263,24.037,23.697,23.373,23.132,22.971,22.798,22.926,22.773,22.658,22.749,22.794,22.684
OFFE_3,23.518,22.500,20.491,19.261,18.321,17.819,17.349,16.921,16.495,16.136,15.842,15.576,15.458,15.345,15.208,15.099,14.985,14.851,14.692,14.504,14.369,14.166,13.972,13.828,13.731,13.628,13.704,13.613,13.544,13.599,13.626,13.560
OLDB_1,42.600,40.755,37.117,34.889,33.187,32.277,31.425,30.650,29.878,29.229,28.696,28.213,28.001,27.795,27.547,27.349,27.143,26.900,26.612,26.272,26.027,25.659,25.308,25.047,24.872,24.685,24.824,24.658,24.534,24.633,24.681,24.562
ORMO,5.059,4.840,4.408,4.143,3.941,3.833,3.732,3.640,3.548,3.471,3.408,3.350,3.325,3.301,3.271,3.248,3.223,3.194,3.160,3.120,3.091,3.047,3.005,2.974,2.954,2.931,2.948,2.928,2.913,2.925,2.931,2.917
ORRI_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OSBA_1,116.551,111.504,101.550,95.454,90.797,88.309,85.976,83.857,81.744,79.968,78.510,77.191,76.608,76.045,75.367,74.826,74.261,73.597,72.810,71.879,71.208,70.202,69.243,68.526,68.050,67.538,67.916,67.464,67.124,67.394,67.526,67.201
PADIB1,78.041,74.662,67.997,63.915,60.797,59.131,57.569,56.149,54.735,53.546,52.569,51.686,51.296,50.919,50.465,50.102,49.724,49.279,48.753,48.129,47.680,47.006,46.364,45.884,45.565,45.223,45.476,45.173,44.945,45.126,45.215,44.997
PAIS,6.553,6.270,5.710,5.367,5.105,4.965,4.834,4.715,4.596,4.496,4.414,4.340,4.308,4.276,4.238,4.207,4.176,4.138,4.094,4.042,4.004,3.947,3.893,3.853,3.826,3.798,3.819,3.793,3.774,3.789,3.797,3.779
PART,14.585,13.954,12.708,11.945,11.362,11.051,10.759,10.494,10.229,10.007,9.825,9.660,9.587,9.516,9.431,9.364,9.293,9.210,9.111,8.995,8.911,8.785,8.665,8.575,8.516,8.452,8.499,8.442,8.400,8.434,8.450,8.410
PEHG_P,1.016,0.972,0.885,0.832,0.791,0.769,0.749,0.731,0.712,0.697,0.684,0.673,0.668,0.663,0.657,0.652,0.647,0.641,0.634,0.626,0.620,0.612,0.603,0.597,0.593,0.588,0.592,0.588,0.585,0.587,0.588,0.586
PEHS_P,2.596,2.483,2.262,2.126,2.022,1.967,1.915,1.868,1.821,1.781,1.748,1.719,1.706,1.694,1.678,1.666,1.654,1.639,1.622,1.601,1.586,1.563,1.542,1.526,1.516,1.504,1.513,1.502,1.495,1.501,1.504,1.497
PELH_1,94.794,90.689,82.593,77.635,73.847,71.824,69.926,68.203,66.484,65.040,63.854,62.781,62.307,61.849,61.297,60.857,60.398,59.858,59.218,58.461,57.915,57.097,56.317,55.734,55.346,54.930,55.238,54.870,54.593,54.813,54.921,54.656
PEMB_1,50.589,48.399,44.078,41.432,39.411,38.331,37.318,36.398,35.481,34.710,34.078,33.505,33.252,33.008,32.713,32.478,32.233,31.945,31.603,31.199,30.908,30.471,30.055,29.744,29.537,29.315,29.479,29.283,29.135,29.253,29.310,29.169
PENE_1,83.940,80.305,73.136,68.746,65.392,63.600,61.920,60.394,58.872,57.593,56.543,55.593,55.173,54.768,54.279,53.889,53.483,53.004,52.438,51.767,51.284,50.559,49.869,49.353,49.009,48.641,48.913,48.588,48.342,48.537,48.633,48.398
PENN_1,141.859,135.716,123.601,116.182,110.513,107.485,104.645,102.066,99.494,97.332,95.558,93.952,93.243,92.558,91.732,91.073,90.387,89.577,88.620,87.487,86.671,85.445,84.278,83.406,82.826,82.204,82.664,82.113,81.699,82.028,82.189,81.793
PENT_1,46.012,44.019,40.090,37.683,35.845,34.863,33.942,33.105,32.271,31.570,30.994,30.473,30.243,30.021,29.753,29.540,29.317,29.054,28.744,28.376,28.112,27.714,27.336,27.053,26.865,26.663,26.812,26.633,26.499,26.606,26.658,26.529
PENW_1,106.586,101.971,92.868,87.293,83.034,80.759,78.625,76.687,74.755,73.131,71.798,70.591,70.058,69.544,68.923,68.428,67.912,67.304,66.585,65.734,65.120,64.199,63.323,62.668,62.232,61.764,62.110,61.696,61.385,61.632,61.753,61.455
PERI_H,11.293,10.804,9.839,9.249,8.798,8.557,8.330,8.125,7.920,7.748,7.607,7.479,7.423,7.368,7.302,7.250,7.195,7.131,7.055,6.965,6.900,6.802,6.709,6.640,6.594,6.544,6.581,6.537,6.504,6.530,6.543,6.511
PERS_P,14.172,13.558,12.348,11.607,11.040,10.738,10.454,10.197,9.940,9.724,9.546,9.386,9.315,9.247,9.164,9.098,9.030,8.949,8.853,8.740,8.659,8.536,8.420,8.332,8.274,8.212,8.258,8.203,8.162,8.195,8.211,8.171
PITS_3,13.673,13.081,11.913,11.198,10.652,10.360,10.086,9.838,9.590,9.381,9.210,9.056,8.987,8.921,8.842,8.778,8.712,8.634,8.542,8.433,8.354,8.236,8.123,8.039,7.983,7.923,7.968,7.915,7.875,7.906,7.922,7.884
POOB,29.442,28.167,25.653,24.113,22.937,22.308,21.719,21.183,20.650,20.201,19.833,19.499,19.352,19.210,19.039,18.902,18.759,18.591,18.393,18.158,17.988,17.734,17.492,17.311,17.190,17.061,17.157,17.042,16.956,17.025,17.058,16.976
POPP_3,15.397,14.730,13.415,12.610,11.995,11.666,11.358,11.078,10.799,10.564,10.372,10.197,10.120,10.046,9.956,9.885,9.810,9.723,9.619,9.496,9.407,9.274,9.147,9.053,8.990,8.922,8.972,8.912,8.867,8.903,8.921,8.878
PORA_P,4.865,4.654,4.238,3.984,3.790,3.686,3.588,3.500,3.412,3.338,3.277,3.222,3.197,3.174,3.146,3.123,3.099,3.072,3.039,3.000,2.972,2.930,2.890,2.860,2.840,2.819,2.835,2.816,2.802,2.813,2.818,2.805
PORD,10.733,10.268,9.351,8.790,8.361,8.132,7.917,7.722,7.527,7.364,7.230,7.108,7.054,7.003,6.940,6.890,6.838,6.777,6.705,6.619,6.557,6.465,6.376,6.310,6.266,6.219,6.254,6.212,6.181,6.206,6.218,6.188
PYLE_1,36.785,35.192,32.050,30.126,28.656,27.871,27.135,26.466,25.799,25.239,24.779,24.362,24.178,24.001,23.786,23.616,23.438,23.228,22.979,22.686,22.474,22.156,21.854,21.628,21.477,21.316,21.435,21.292,21.185,21.270,21.312,21.209
QUOI_P,0.018,0.017,0.016,0.015,0.014,0.014,0.013,0.013,0.013,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.010,0.011,0.010,0.010,0.010,0.010,0.010
RAIN_1,181.308,173.456,157.972,148.489,141.245,137.374,133.745,130.448,127.161,124.399,122.131,120.078,119.172,118.296,117.241,116.399,115.521,114.487,113.263,111.816,110.772,109.206,107.714,106.600,105.859,105.063,105.651,104.947,104.418,104.838,105.044,104.538
RANN_P,0.366,0.350,0.319,0.300,0.285,0.277,0.270,0.263,0.257,0.251,0.246,0.242,0.240,0.239,0.236,0.235,0.233,0.231,0.228,0.226,0.223,0.220,0.217,0.215,0.214,0.212,0.213,0.212,0.211,0.211,0.212,0.211
RASS_1,99.841,95.518,86.991,81.769,77.780,75.648,73.650,71.834,70.025,68.503,67.254,66.124,65.625,65.143,64.561,64.098,63.615,63.045,62.371,61.574,60.999,60.137,59.316,58.702,58.294,57.856,58.179,57.792,57.500,57.732,57.845,57.566
RATS_1,159.232,152.336,138.737,130.409,124.047,120.647,117.460,114.565,111.678,109.252,107.260,105.457,104.661,103.893,102.965,102.226,101.455,100.547,99.472,98.201,97.284,95.909,94.599,93.620,92.969,92.270,92.787,92.169,91.704,92.073,92.254,91.809
RAVE,1.765,1.689,1.538,1.445,1.375,1.337,1.302,1.270,1.238,1.211,1.189,1.169,1.160,1.152,1.141,1.133,1.125,1.114,1.103,1.088,1.078,1.063,1.049,1.038,1.030,1.023,1.028,1.022,1.016,1.021,1.023,1.018
RAYL_1,188.203,180.053,163.980,154.137,146.616,142.599,138.832,135.409,131.998,129.130,126.776,124.645,123.704,122.795,121.700,120.826,119.915,118.841,117.571,116.068,114.985,113.359,111.811,110.654,109.885,109.059,109.669,108.939,108.389,108.826,109.040,108.513
REBR_3,47.647,45.584,41.515,39.023,37.119,36.102,35.148,34.281,33.418,32.692,32.096,31.556,31.318,31.088,30.811,30.589,30.359,30.087,29.765,29.385,29.111,28.699,28.307,28.014,27.819,27.610,27.765,27.580,27.441,27.551,27.605,27.472
REDH,11.933,11.416,10.397,9.773,9.296,9.041,8.802,8.585,8.369,8.187,8.038,7.903,7.843,7.786,7.716,7.661,7.603,7.535,7.454,7.359,7.290,7.187,7.089,7.016,6.967,6.915,6.953,6.907,6.872,6.900,6.914,6.880
REDM_P,12.051,11.529,10.500,9.870,9.388,9.131,8.890,8.671,8.452,8.268,8.118,7.981,7.921,7.863,7.793,7.737,7.678,7.610,7.528,7.432,7.363,7.259,7.160,7.085,7.036,6.983,7.022,6.976,6.940,6.968,6.982,6.948
RICH_J,75.907,72.620,66.137,62.167,59.134,57.513,55.994,54.614,53.238,52.081,51.132,50.272,49.893,49.526,49.084,48.732,48.364,47.931,47.419,46.813,46.376,45.720,45.096,44.629,44.319,43.986,44.232,43.937,43.716,43.892,43.978,43.766
ROCH_1,80.149,76.678,69.833,65.641,62.438,60.727,59.123,57.666,56.213,54.992,53.989,53.082,52.681,52.294,51.827,51.455,51.067,50.610,50.069,49.429,48.968,48.275,47.616,47.124,46.796,46.444,46.704,46.393,46.159,46.345,46.436,46.212
RRIG,4.999,4.783,4.356,4.094,3.894,3.788,3.688,3.597,3.506,3.430,3.367,3.311,3.286,3.262,3.233,3.209,3.185,3.157,3.123,3.083,3.054,3.011,2.970,2.939,2.919,2.897,2.913,2.894,2.879,2.891,2.896,2.882
RUGEB1,96.382,92.208,83.977,78.936,75.085,73.027,71.098,69.345,67.598,66.130,64.924,63.833,63.351,62.886,62.325,61.877,61.411,60.861,60.210,59.441,58.886,58.053,57.260,56.668,56.274,55.851,56.164,55.789,55.508,55.732,55.841,55.572
RYEH_1,154.243,147.564,134.391,126.324,120.160,116.868,113.780,110.975,108.179,105.829,103.900,102.153,101.383,100.638,99.740,99.024,98.277,97.397,96.356,95.124,94.236,92.904,91.635,90.687,90.057,89.380,89.880,89.281,88.831,89.189,89.364,88.933
SALH_1,57.714,55.215,50.286,47.268,44.961,43.729,42.574,41.525,40.478,39.599,38.877,38.224,37.935,37.656,37.320,37.052,36.773,36.444,36.054,35.593,35.261,34.763,34.288,33.933,33.697,33.444,33.631,33.407,33.239,33.372,33.438,33.277
SALL1,39.204,37.506,34.158,32.107,30.541,29.704,28.919,28.206,27.496,26.898,26.408,25.964,25.768,25.579,25.351,25.169,24.979,24.755,24.491,24.178,23.952,23.613,23.291,23.050,22.889,22.717,22.845,22.692,22.578,22.669,22.713,22.604
SALT_1,41.865,40.052,36.476,34.287,32.614,31.720,30.882,30.121,29.362,28.724,28.201,27.727,27.517,27.315,27.071,26.877,26.674,26.436,26.153,25.819,25.578,25.216,24.872,24.614,24.443,24.260,24.395,24.233,24.111,24.208,24.255,24.138
SANX,10.154,9.715,8.847,8.316,7.911,7.694,7.491,7.306,7.122,6.967,6.840,6.725,6.674,6.625,6.566,6.519,6.470,6.412,6.344,6.262,6.204,6.116,6.033,5.970,5.929,5.884,5.917,5.878,5.848,5.872,5.883,5.855
SASA,12.858,12.302,11.203,10.531,10.017,9.743,9.485,9.251,9.018,8.822,8.662,8.516,8.452,8.390,8.315,8.255,8.193,8.120,8.033,7.930,7.856,7.745,7.639,7.560,7.508,7.451,7.493,7.443,7.405,7.435,7.450,7.414
SBAR,81.349,77.826,70.879,66.624,63.374,61.637,60.009,58.529,57.055,55.815,54.798,53.877,53.470,53.077,52.604,52.226,51.832,51.368,50.819,50.169,49.701,48.999,48.329,47.829,47.497,47.140,47.404,47.088,46.850,47.039,47.131,46.904
SEAB1,123.834,118.472,107.896,101.419,96.471,93.827,91.349,89.097,86.852,84.965,83.416,82.014,81.395,80.797,80.076,79.501,78.902,78.195,77.360,76.371,75.658,74.588,73.570,72.808,72.302,71.759,72.160,71.680,71.318,71.605,71.746,71.400
SELL_1,67.164,64.256,58.520,55.007,52.323,50.889,49.545,48.324,47.106,46.083,45.243,44.482,44.146,43.822,43.431,43.119,42.794,42.411,41.958,41.421,41.035,40.455,39.902,39.489,39.215,38.920,39.138,38.877,38.681,38.837,38.913,38.725
SFEG_P,1.387,1.327,1.208,1.136,1.080,1.051,1.023,0.998,0.972,0.951,0.934,0.918,0.911,0.905,0.897,0.890,0.883,0.876,0.866,0.855,0.847,0.835,0.824,0.815,0.810,0.803,0.808,0.803,0.799,0.802,0.803,0.799
SFIL_P,0.635,0.607,0.553,0.520,0.494,0.481,0.468,0.457,0.445,0.435,0.428,0.420,0.417,0.414,0.410,0.407,0.404,0.401,0.397,0.391,0.388,0.382,0.377,0.373,0.371,0.368,0.370,0.367,0.366,0.367,0.368,0.366
SHEC_3,13.099,12.532,11.413,10.728,10.205,9.925,9.663,9.425,9.187,8.988,8.824,8.676,8.610,8.547,8.471,8.410,8.346,8.272,8.183,8.079,8.003,7.890,7.782,7.702,7.648,7.591,7.633,7.582,7.544,7.575,7.589,7.553
SHIN_P,0.412,0.394,0.359,0.337,0.321,0.312,0.304,0.296,0.289,0.283,0.277,0.273,0.271,0.269,0.266,0.264,0.262,0.260,0.257,0.254,0.252,0.248,0.245,0.242,0.240,0.239,0.240,0.238,0.237,0.238,0.239,0.237
SHRU,16.344,15.636,14.240,13.385,12.732,12.384,12.056,11.759,11.463,11.214,11.009,10.824,10.743,10.664,10.569,10.493,10.414,10.320,10.210,10.080,9.985,9.844,9.710,9.609,9.543,9.471,9.524,9.460,9.413,9.451,9.469,9.424
SHRW_1,45.593,43.618,39.725,37.340,35.518,34.545,33.632,32.803,31.977,31.282,30.712,30.196,29.968,29.748,29.482,29.270,29.050,28.790,28.482,28.118,27.855,27.462,27.087,26.806,26.620,26.420,26.568,26.391,26.258,26.363,26.415,26.288
