GSP,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DUNB_A,0.000,4.797,4.821,4.817,4.829,4.848,4.837,4.756,4.694,4.650,4.611,4.597,4.626,4.651,4.678,4.704,4.726,4.762,4.797,4.829,4.862,4.881,4.903,4.933,4.961,4.988,5.013,5.033,5.052,5.069,5.083,5.095
DUNB_B,0.000,1.960,1.969,1.967,1.973,1.980,1.975,1.942,1.917,1.899,1.884,1.878,1.890,1.900,1.911,1.921,1.931,1.945,1.959,1.973,1.986,1.994,2.003,2.015,2.027,2.037,2.047,2.056,2.064,2.070,2.076,2.081
DUNF,14.718,14.538,14.609,14.598,14.635,14.691,14.658,14.411,14.225,14.091,13.976,13.932,14.020,14.096,14.177,14.255,14.323,14.431,14.536,14.636,14.734,14.792,14.859,14.949,15.036,15.116,15.191,15.254,15.311,15.361,15.404,15.440
DUNO_P,3.402,3.361,3.377,3.375,3.383,3.396,3.388,3.331,3.288,3.257,3.231,3.221,3.241,3.259,3.277,3.295,3.311,3.336,3.360,3.383,3.406,3.419,3.435,3.456,3.476,3.494,3.512,3.526,3.539,3.551,3.561,3.569
DYCE_P,9.793,9.673,9.720,9.713,9.737,9.775,9.752,9.588,9.465,9.375,9.299,9.270,9.328,9.379,9.433,9.484,9.530,9.602,9.671,9.738,9.803,9.842,9.886,9.946,10.004,10.057,10.107,10.149,10.187,10.220,10.249,10.273
EALI_6,69.191,68.344,68.678,68.625,68.799,69.064,68.907,67.748,66.873,66.243,65.701,65.494,65.909,66.265,66.647,67.012,67.334,67.841,68.333,68.806,69.263,69.537,69.853,70.276,70.683,71.059,71.411,71.709,71.977,72.210,72.413,72.581
EASO_1,111.834,110.464,111.004,110.918,111.201,111.629,111.374,109.501,108.086,107.069,106.193,105.859,106.529,107.105,107.723,108.311,108.833,109.651,110.448,111.211,111.950,112.393,112.904,113.587,114.245,114.853,115.423,115.904,116.337,116.713,117.042,117.314
EAST,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
ECCL,8.545,8.440,8.481,8.475,8.496,8.529,8.510,8.367,8.258,8.181,8.114,8.088,8.139,8.183,8.231,8.276,8.315,8.378,8.439,8.497,8.554,8.587,8.627,8.679,8.729,8.775,8.819,8.856,8.889,8.918,8.943,8.963
ECLA_1,155.104,153.204,153.952,153.833,154.225,154.819,154.465,151.868,149.906,148.494,147.280,146.816,147.746,148.544,149.401,150.217,150.940,152.076,153.181,154.240,155.264,155.878,156.588,157.534,158.447,159.291,160.080,160.747,161.349,161.870,162.327,162.703
EERH,26.390,26.066,26.194,26.174,26.240,26.341,26.281,25.839,25.505,25.265,25.059,24.980,25.138,25.274,25.419,25.558,25.681,25.875,26.063,26.243,26.417,26.521,26.642,26.803,26.959,27.102,27.236,27.350,27.452,27.541,27.619,27.683
EKIL,16.848,16.642,16.723,16.710,16.752,16.817,16.779,16.497,16.283,16.130,15.998,15.948,16.049,16.135,16.229,16.317,16.396,16.519,16.639,16.754,16.865,16.932,17.009,17.112,17.211,17.303,17.389,17.461,17.526,17.583,17.633,17.673
EKIS,16.289,16.090,16.168,16.156,16.197,16.259,16.222,15.949,15.743,15.595,15.468,15.419,15.517,15.600,15.690,15.776,15.852,15.971,16.087,16.198,16.306,16.371,16.445,16.544,16.640,16.729,16.812,16.882,16.945,17.000,17.048,17.087
ELDE,15.834,15.640,15.716,15.704,15.744,15.805,15.769,15.503,15.303,15.159,15.035,14.988,15.083,15.164,15.252,15.335,15.409,15.525,15.637,15.746,15.850,15.913,15.985,16.082,16.175,16.261,16.342,16.410,16.471,16.524,16.571,16.610
ELGI_P,15.456,15.266,15.341,15.329,15.368,15.427,15.392,15.133,14.938,14.797,14.676,14.630,14.723,14.802,14.888,14.969,15.041,15.154,15.264,15.370,15.472,15.533,15.604,15.698,15.789,15.873,15.952,16.018,16.078,16.130,16.176,16.213
ELLA_1,129.831,128.240,128.866,128.767,129.095,129.592,129.296,127.122,125.480,124.298,123.282,122.894,123.672,124.340,125.057,125.740,126.346,127.296,128.221,129.107,129.965,130.479,131.073,131.865,132.630,133.335,133.996,134.555,135.058,135.495,135.877,136.192
ELST_1,181.127,178.908,179.782,179.644,180.101,180.795,180.382,177.349,175.057,173.409,171.991,171.449,172.535,173.467,174.468,175.421,176.265,177.591,178.881,180.118,181.314,182.031,182.860,183.965,185.032,186.017,186.939,187.718,188.420,189.029,189.562,190.001
ENDE_1,165.347,163.321,164.119,163.992,164.410,165.043,164.666,161.897,159.805,158.301,157.006,156.512,157.503,158.354,159.267,160.137,160.908,162.119,163.296,164.425,165.517,166.172,166.928,167.938,168.911,169.810,170.652,171.363,172.004,172.560,173.046,173.448
ERSK,8.804,8.697,8.739,8.732,8.755,8.788,8.768,8.621,8.509,8.429,8.360,8.334,8.387,8.432,8.481,8.527,8.568,8.633,8.695,8.755,8.814,8.848,8.889,8.942,8.994,9.042,9.087,9.125,9.159,9.189,9.214,9.236
EXET1,119.209,117.748,118.323,118.232,118.533,118.990,118.718,116.722,115.214,114.129,113.196,112.839,113.554,114.167,114.826,115.453,116.009,116.881,117.731,118.545,119.332,119.804,120.349,121.077,121.779,122.427,123.033,123.546,124.008,124.409,124.760,125.049
FASN_P,0.248,0.245,0.246,0.246,0.247,0.248,0.247,0.243,0.240,0.237,0.236,0.235,0.236,0.238,0.239,0.240,0.241,0.243,0.245,0.247,0.248,0.249,0.250,0.252,0.253,0.255,0.256,0.257,0.258,0.259,0.260,0.260
FAUG_P,1.179,1.164,1.170,1.169,1.172,1.177,1.174,1.154,1.139,1.129,1.119,1.116,1.123,1.129,1.136,1.142,1.147,1.156,1.164,1.172,1.180,1.185,1.190,1.197,1.204,1.211,1.217,1.222,1.226,1.230,1.234,1.237
FAWL_1,115.311,113.898,114.454,114.366,114.657,115.099,114.836,112.905,111.446,110.397,109.494,109.149,109.841,110.434,111.071,111.678,112.215,113.060,113.881,114.668,115.430,115.886,116.414,117.118,117.796,118.423,119.010,119.506,119.953,120.341,120.680,120.960
FECK_6,129.012,127.431,128.053,127.955,128.280,128.775,128.481,126.320,124.688,123.514,122.504,122.118,122.892,123.556,124.268,124.947,125.549,126.493,127.412,128.293,129.145,129.656,130.246,131.033,131.793,132.494,133.151,133.706,134.206,134.640,135.019,135.333
FERRA2,43.688,43.152,43.363,43.330,43.440,43.607,43.508,42.776,42.224,41.826,41.484,41.353,41.615,41.840,42.081,42.311,42.515,42.835,43.146,43.444,43.733,43.906,44.106,44.372,44.629,44.867,45.089,45.277,45.447,45.594,45.722,45.828
FERRB1,126.811,125.258,125.869,125.773,126.092,126.578,126.289,124.166,122.561,121.407,120.415,120.035,120.796,121.448,122.149,122.816,123.407,124.336,125.239,126.105,126.942,127.444,128.024,128.798,129.545,130.234,130.880,131.425,131.917,132.343,132.716,133.024
FETT_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
FIDD_P,4.957,4.897,4.921,4.917,4.929,4.948,4.937,4.854,4.791,4.746,4.707,4.692,4.722,4.748,4.775,4.801,4.824,4.861,4.896,4.930,4.962,4.982,5.005,5.035,5.064,5.091,5.116,5.138,5.157,5.174,5.188,5.200
FIDF_1,114.983,113.574,114.129,114.041,114.331,114.772,114.509,112.584,111.129,110.083,109.183,108.839,109.528,110.120,110.755,111.360,111.896,112.738,113.557,114.342,115.101,115.557,116.083,116.785,117.461,118.087,118.672,119.166,119.612,119.999,120.337,120.616
FINN,5.359,5.293,5.319,5.315,5.328,5.349,5.337,5.247,5.179,5.130,5.089,5.072,5.105,5.132,5.162,5.190,5.215,5.254,5.292,5.329,5.364,5.386,5.410,5.443,5.474,5.503,5.531,5.554,5.575,5.593,5.608,5.621
FLEE_1,308.659,304.878,306.367,306.131,306.910,308.093,307.388,302.220,298.315,295.506,293.090,292.167,294.017,295.605,297.311,298.935,300.374,302.633,304.832,306.939,308.978,310.200,311.612,313.496,315.313,316.991,318.562,319.890,321.086,322.124,323.033,323.782
FOUR_1,9.027,8.917,8.960,8.954,8.976,9.011,8.990,8.839,8.725,8.643,8.572,8.545,8.599,8.646,8.696,8.743,8.785,8.851,8.916,8.977,9.037,9.073,9.114,9.169,9.222,9.271,9.317,9.356,9.391,9.421,9.448,9.470
FRAS_P,5.633,5.564,5.591,5.587,5.601,5.622,5.610,5.515,5.444,5.393,5.349,5.332,5.366,5.395,5.426,5.455,5.482,5.523,5.563,5.601,5.639,5.661,5.687,5.721,5.754,5.785,5.814,5.838,5.860,5.879,5.895,5.909
FROD_1,126.950,125.395,126.007,125.910,126.231,126.717,126.428,124.302,122.696,121.540,120.547,120.167,120.928,121.581,122.283,122.951,123.543,124.472,125.376,126.243,127.081,127.584,128.165,128.940,129.687,130.377,131.023,131.569,132.061,132.488,132.862,133.170
FWIL_P,7.584,7.491,7.527,7.522,7.541,7.570,7.552,7.425,7.329,7.260,7.201,7.178,7.224,7.263,7.305,7.345,7.380,7.436,7.490,7.541,7.591,7.621,7.656,7.702,7.747,7.788,7.827,7.860,7.889,7.914,7.937,7.955
GALA,9.342,9.227,9.272,9.265,9.289,9.324,9.303,9.147,9.029,8.944,8.870,8.842,8.898,8.947,8.998,9.047,9.091,9.159,9.226,9.290,9.351,9.388,9.431,9.488,9.543,9.594,9.641,9.681,9.718,9.749,9.777,9.799
GIFF,27.343,27.008,27.140,27.119,27.188,27.292,27.230,26.772,26.426,26.177,25.963,25.882,26.046,26.186,26.337,26.481,26.609,26.809,27.004,27.190,27.371,27.479,27.604,27.771,27.932,28.081,28.220,28.338,28.444,28.535,28.616,28.682
GLEF_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GLLE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
GLLU,4.743,4.685,4.707,4.704,4.716,4.734,4.723,4.644,4.584,4.541,4.503,4.489,4.518,4.542,4.568,4.593,4.615,4.650,4.684,4.716,4.748,4.766,4.788,4.817,4.845,4.871,4.895,4.915,4.934,4.950,4.964,4.975
GLNI,8.524,8.420,8.461,8.455,8.476,8.509,8.489,8.347,8.239,8.161,8.094,8.069,8.120,8.164,8.211,8.256,8.296,8.358,8.419,8.477,8.533,8.567,8.606,8.658,8.708,8.754,8.798,8.834,8.868,8.896,8.921,8.942
GLRO,12.815,12.658,12.720,12.710,12.743,12.792,12.762,12.548,12.386,12.269,12.169,12.130,12.207,12.273,12.344,12.411,12.471,12.565,12.656,12.744,12.828,12.879,12.938,13.016,13.091,13.161,13.226,13.281,13.331,13.374,13.412,13.443
GORG,10.770,10.638,10.690,10.682,10.709,10.750,10.726,10.545,10.409,10.311,10.227,10.194,10.259,10.314,10.374,10.431,10.481,10.560,10.636,10.710,10.781,10.824,10.873,10.939,11.002,11.061,11.115,11.162,11.204,11.240,11.271,11.298
GOVA,9.907,9.786,9.834,9.826,9.851,9.889,9.866,9.701,9.575,9.485,9.407,9.378,9.437,9.488,9.543,9.595,9.641,9.714,9.784,9.852,9.917,9.957,10.002,10.062,10.121,10.175,10.225,10.268,10.306,10.339,10.369,10.393
GREE_H,12.398,12.246,12.306,12.296,12.327,12.375,12.347,12.139,11.982,11.869,11.772,11.735,11.810,11.873,11.942,12.007,12.065,12.156,12.244,12.329,12.410,12.460,12.516,12.592,12.665,12.732,12.795,12.849,12.897,12.939,12.975,13.005
GREN_1,299.855,296.181,297.628,297.399,298.156,299.305,298.621,293.600,289.806,287.077,284.730,283.833,285.631,287.174,288.830,290.408,291.806,294.001,296.137,298.185,300.165,301.352,302.724,304.554,306.319,307.949,309.476,310.765,311.928,312.936,313.819,314.546
GRIW_1,102.964,101.702,102.199,102.120,102.380,102.775,102.540,100.816,99.513,98.576,97.770,97.462,98.079,98.609,99.178,99.720,100.200,100.953,101.687,102.390,103.070,103.477,103.949,104.577,105.183,105.743,106.267,106.710,107.109,107.455,107.758,108.008
GRUB_P,0.679,0.671,0.674,0.673,0.675,0.678,0.676,0.665,0.656,0.650,0.645,0.643,0.647,0.650,0.654,0.658,0.661,0.666,0.670,0.675,0.680,0.682,0.685,0.690,0.694,0.697,0.701,0.704,0.706,0.709,0.711,0.712
G_EXTRA_1,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
G_EXTRA_10,17.607,17.391,17.476,17.463,17.507,17.575,17.535,17.240,17.017,16.857,16.719,16.666,16.772,16.863,16.960,17.052,17.135,17.263,17.389,17.509,17.625,17.695,17.776,17.883,17.987,18.082,18.172,18.248,18.316,18.375,18.427,18.470
G_EXTRA_11,12.614,12.459,12.520,12.510,12.542,12.590,12.562,12.350,12.191,12.076,11.977,11.940,12.015,12.080,12.150,12.216,12.275,12.367,12.457,12.543,12.627,12.676,12.734,12.811,12.885,12.954,13.018,13.072,13.121,13.164,13.201,13.232
G_EXTRA_13,0.000,0.000,4.502,4.499,4.510,4.528,4.517,4.441,4.384,4.343,4.307,4.294,4.321,4.344,4.369,4.393,4.414,4.447,4.480,4.511,4.541,4.559,4.579,4.607,4.634,4.658,4.681,4.701,4.719,4.734,4.747,4.758
G_EXTRA_14,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
G_EXTRA_15,0.000,0.000,0.000,0.000,0.000,0.000,2.641,2.596,2.563,2.539,2.518,2.510,2.526,2.539,2.554,2.568,2.580,2.600,2.619,2.637,2.654,2.665,2.677,2.693,2.709,2.723,2.737,2.748,2.758,2.767,2.775,2.781
G_EXTRA_16,0.000,0.000,0.000,0.000,5.317,5.337,5.325,5.235,5.168,5.119,5.077,5.061,5.093,5.121,5.150,5.179,5.203,5.242,5.281,5.317,5.352,5.373,5.398,5.431,5.462,5.491,5.518,5.541,5.562,5.580,5.596,5.609
G_EXTRA_2,18.906,18.674,18.765,18.751,18.798,18.871,18.828,18.511,18.272,18.100,17.952,17.895,18.009,18.106,18.210,18.310,18.398,18.536,18.671,18.800,18.925,19.000,19.086,19.202,19.313,19.416,19.512,19.593,19.667,19.730,19.786,19.832
G_EXTRA_3,3.227,3.187,3.203,3.201,3.209,3.221,3.214,3.160,3.119,3.089,3.064,3.055,3.074,3.090,3.108,3.125,3.140,3.164,3.187,3.209,3.230,3.243,3.258,3.277,3.296,3.314,3.330,3.344,3.357,3.368,3.377,3.385
G_EXTRA_4,13.936,13.765,13.832,13.821,13.857,13.910,13.878,13.645,13.469,13.342,13.233,13.191,13.275,13.346,13.423,13.497,13.562,13.664,13.763,13.858,13.950,14.005,14.069,14.154,14.236,14.312,14.383,14.443,14.497,14.544,14.585,14.618
G_EXTRA_5,10.068,9.945,9.993,9.986,10.011,10.050,10.027,9.858,9.731,9.639,9.560,9.530,9.591,9.642,9.698,9.751,9.798,9.872,9.943,10.012,10.079,10.118,10.164,10.226,10.285,10.340,10.391,10.434,10.474,10.507,10.537,10.561
G_EXTRA_6,3.698,3.653,3.671,3.668,3.677,3.691,3.683,3.621,3.574,3.540,3.512,3.500,3.523,3.542,3.562,3.582,3.599,3.626,3.652,3.677,3.702,3.717,3.733,3.756,3.778,3.798,3.817,3.833,3.847,3.859,3.870,3.879
G_EXTRA_7,8.839,8.730,8.773,8.766,8.788,8.822,8.802,8.654,8.542,8.462,8.393,8.366,8.419,8.465,8.514,8.560,8.601,8.666,8.729,8.789,8.848,8.883,8.923,8.977,9.029,9.077,9.122,9.160,9.194,9.224,9.250,9.272
G_EXTRA_8,7.595,7.502,7.538,7.533,7.552,7.581,7.563,7.436,7.340,7.271,7.212,7.189,7.234,7.274,7.316,7.355,7.391,7.446,7.501,7.552,7.603,7.633,7.667,7.714,7.758,7.800,7.838,7.871,7.901,7.926,7.948,7.967
G_EXTRA_9,13.493,13.328,13.393,13.382,13.416,13.468,13.437,13.211,13.041,12.918,12.812,12.772,12.853,12.922,12.997,13.068,13.131,13.229,13.326,13.418,13.507,13.560,13.622,13.704,13.784,13.857,13.926,13.984,14.036,14.081,14.121,14.154
HACK_1,48.450,47.857,48.091,48.054,48.176,48.361,48.251,47.440,46.827,46.386,46.007,45.862,46.152,46.401,46.669,46.924,47.150,47.505,47.850,48.180,48.500,48.692,48.914,49.210,49.495,49.758,50.005,50.213,50.401,50.564,50.707,50.824
HACK_6,58.777,58.057,58.341,58.296,58.444,58.669,58.535,57.551,56.807,56.272,55.812,55.637,55.989,56.291,56.616,56.925,57.199,57.630,58.048,58.450,58.838,59.071,59.340,59.698,60.044,60.364,60.663,60.916,61.144,61.341,61.514,61.657
HAGR,13.817,13.647,13.714,13.703,13.738,13.791,13.760,13.528,13.354,13.228,13.120,13.078,13.161,13.232,13.309,13.381,13.446,13.547,13.645,13.740,13.831,13.886,13.949,14.033,14.114,14.190,14.260,14.319,14.373,14.419,14.460,14.494
HAMHC1,166.109,164.074,164.875,164.749,165.168,165.804,165.425,162.644,160.542,159.030,157.730,157.233,158.229,159.084,160.002,160.876,161.650,162.866,164.049,165.184,166.281,166.938,167.698,168.712,169.690,170.593,171.438,172.153,172.797,173.356,173.844,174.247
HARK_1,125.256,123.721,124.325,124.230,124.546,125.026,124.740,122.642,121.058,119.918,118.938,118.563,119.314,119.958,120.650,121.309,121.893,122.810,123.702,124.558,125.385,125.881,126.454,127.218,127.956,128.637,129.274,129.813,130.299,130.720,131.088,131.392
HARM_6,41.416,40.908,41.108,41.076,41.181,41.340,41.245,40.552,40.028,39.651,39.327,39.203,39.451,39.664,39.893,40.111,40.304,40.607,40.902,41.185,41.458,41.622,41.812,42.065,42.308,42.534,42.744,42.923,43.083,43.222,43.344,43.445
HAWI,7.783,7.688,7.725,7.720,7.739,7.769,7.751,7.621,7.522,7.452,7.391,7.367,7.414,7.454,7.497,7.538,7.574,7.631,7.687,7.740,7.791,7.822,7.858,7.905,7.951,7.993,8.033,8.066,8.097,8.123,8.146,8.165
HAWP_6,56.510,55.817,56.090,56.047,56.189,56.406,56.277,55.331,54.616,54.102,53.659,53.490,53.829,54.120,54.432,54.729,54.993,55.407,55.809,56.195,56.568,56.792,57.050,57.395,57.728,58.035,58.323,58.566,58.785,58.975,59.141,59.278
HELE,8.715,8.608,8.650,8.644,8.666,8.699,8.679,8.533,8.423,8.344,8.276,8.249,8.302,8.347,8.395,8.441,8.481,8.545,8.607,8.667,8.724,8.759,8.798,8.852,8.903,8.950,8.995,9.032,9.066,9.095,9.121,9.142
HEYS1,1.115,1.101,1.107,1.106,1.109,1.113,1.110,1.092,1.078,1.067,1.059,1.055,1.062,1.068,1.074,1.080,1.085,1.093,1.101,1.109,1.116,1.121,1.126,1.132,1.139,1.145,1.151,1.156,1.160,1.164,1.167,1.170
HEYS_1,35.625,35.189,35.361,35.334,35.424,35.560,35.479,34.882,34.432,34.107,33.828,33.722,33.935,34.119,34.316,34.503,34.669,34.930,35.184,35.427,35.662,35.803,35.966,36.184,36.393,36.587,36.768,36.922,37.060,37.180,37.284,37.371
HUER,1.681,1.660,1.668,1.667,1.671,1.678,1.674,1.646,1.625,1.609,1.596,1.591,1.601,1.610,1.619,1.628,1.636,1.648,1.660,1.672,1.683,1.689,1.697,1.707,1.717,1.726,1.735,1.742,1.749,1.754,1.759,1.763
HURS_1,127.750,126.185,126.801,126.703,127.026,127.515,127.224,125.085,123.468,122.306,121.306,120.924,121.690,122.347,123.053,123.725,124.321,125.256,126.166,127.038,127.882,128.387,128.972,129.752,130.504,131.198,131.848,132.398,132.893,133.323,133.699,134.009
HUTT_1,61.800,61.043,61.341,61.294,61.450,61.687,61.546,60.511,59.729,59.167,58.683,58.498,58.869,59.187,59.528,59.853,60.141,60.594,61.034,61.456,61.864,62.109,62.392,62.769,63.133,63.469,63.783,64.049,64.289,64.496,64.678,64.828
IMPK_1,4.021,3.972,3.991,3.988,3.998,4.014,4.004,3.937,3.886,3.850,3.818,3.806,3.830,3.851,3.873,3.894,3.913,3.942,3.971,3.999,4.025,4.041,4.059,4.084,4.108,4.130,4.150,4.167,4.183,4.196,4.208,4.218
INDQ1,175.879,173.724,174.573,174.439,174.882,175.556,175.155,172.210,169.985,168.384,167.008,166.482,167.536,168.441,169.413,170.338,171.158,172.446,173.698,174.899,176.061,176.757,177.562,178.635,179.671,180.627,181.522,182.279,182.960,183.552,184.069,184.496
INKE,20.845,20.589,20.690,20.674,20.727,20.806,20.759,20.410,20.146,19.956,19.793,19.731,19.856,19.963,20.078,20.188,20.285,20.438,20.586,20.729,20.866,20.949,21.044,21.171,21.294,21.407,21.513,21.603,21.684,21.754,21.815,21.866
INNE_P,28.521,28.172,28.309,28.288,28.360,28.469,28.404,27.926,27.565,27.306,27.083,26.997,27.168,27.315,27.473,27.623,27.756,27.965,28.168,28.362,28.551,28.664,28.794,28.968,29.136,29.291,29.436,29.559,29.670,29.766,29.849,29.919
IROA1,243.969,240.980,242.157,241.971,242.586,243.521,242.965,238.879,235.793,233.573,231.663,230.933,232.396,233.651,234.999,236.283,237.420,239.206,240.944,242.610,244.221,245.187,246.303,247.792,249.228,250.555,251.797,252.846,253.792,254.612,255.330,255.922
IRONB1,85.631,84.582,84.995,84.929,85.145,85.473,85.278,83.844,82.761,81.982,81.311,81.055,81.569,82.009,82.482,82.933,83.332,83.959,84.569,85.154,85.719,86.058,86.450,86.973,87.477,87.942,88.378,88.746,89.078,89.366,89.618,89.826
ISLI_1,0.000,0.000,0.000,110.945,111.227,111.655,111.400,109.527,108.112,107.094,106.219,105.884,106.555,107.130,107.748,108.337,108.858,109.677,110.474,111.238,111.976,112.419,112.931,113.614,114.273,114.880,115.450,115.931,116.365,116.741,117.070,117.341
IVER_1,169.161,167.089,167.905,167.776,168.203,168.851,168.465,165.632,163.492,161.953,160.629,160.123,161.137,162.007,162.942,163.832,164.621,165.859,167.064,168.219,169.336,170.006,170.780,171.812,172.808,173.728,174.589,175.316,175.972,176.541,177.039,177.449
IVER_6,53.338,52.685,52.942,52.901,53.036,53.240,53.119,52.225,51.551,51.065,50.648,50.488,50.808,51.082,51.377,51.658,51.906,52.297,52.677,53.041,53.393,53.604,53.848,54.174,54.488,54.778,55.050,55.279,55.486,55.665,55.822,55.951
JOHN,16.307,16.108,16.186,16.174,16.215,16.277,16.240,15.967,15.761,15.612,15.485,15.436,15.534,15.618,15.708,15.794,15.870,15.989,16.105,16.217,16.324,16.389,16.463,16.563,16.659,16.748,16.831,16.901,16.964,17.019,17.067,17.106
JORD_3,22.953,22.672,22.783,22.765,22.823,22.911,22.859,22.475,22.184,21.975,21.796,21.727,21.865,21.983,22.109,22.230,22.337,22.505,22.669,22.825,22.977,23.068,23.173,23.313,23.448,23.573,23.690,23.789,23.878,23.955,24.022,24.078
KAIM,34.791,34.365,34.532,34.506,34.594,34.727,34.648,34.065,33.625,33.308,33.036,32.932,33.140,33.319,33.512,33.695,33.857,34.112,34.359,34.597,34.827,34.964,35.124,35.336,35.541,35.730,35.907,36.057,36.192,36.309,36.411,36.495
KEAD_1,112.673,111.293,111.836,111.750,112.035,112.466,112.209,110.323,108.897,107.872,106.990,106.653,107.328,107.908,108.531,109.123,109.649,110.474,111.276,112.045,112.790,113.236,113.751,114.439,115.102,115.715,116.288,116.773,117.210,117.589,117.920,118.194
KEAR_1,242.406,239.436,240.605,240.420,241.032,241.961,241.408,237.349,234.282,232.076,230.178,229.453,230.907,232.154,233.493,234.769,235.899,237.673,239.400,241.055,242.656,243.616,244.725,246.204,247.631,248.949,250.183,251.226,252.165,252.981,253.694,254.282
KEAR_3,37.989,37.524,37.707,37.678,37.774,37.920,37.833,37.197,36.716,36.370,36.073,35.959,36.187,36.383,36.593,36.793,36.970,37.248,37.518,37.778,38.029,38.179,38.353,38.585,38.808,39.015,39.208,39.372,39.519,39.647,39.758,39.851
KEIT_P,14.348,14.172,12.182,12.173,12.204,12.251,12.223,12.018,11.862,11.751,11.654,11.618,11.691,11.754,11.822,11.887,11.944,12.034,12.121,12.205,12.287,12.335,12.391,12.466,12.538,12.605,12.667,12.720,12.768,12.809,12.845,12.875
KEMS_1,120.490,119.013,119.595,119.503,119.807,120.268,119.994,117.976,116.452,115.355,114.412,114.052,114.774,115.394,116.060,116.694,117.255,118.137,118.996,119.818,120.614,121.091,121.642,122.378,123.087,123.742,124.355,124.874,125.341,125.746,126.101,126.393
KEOO,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
KIBY_1,94.740,93.579,94.036,93.964,94.203,94.566,94.350,92.763,91.564,90.702,89.961,89.677,90.245,90.733,91.256,91.755,92.196,92.890,93.565,94.212,94.837,95.212,95.646,96.224,96.782,97.297,97.779,98.187,98.554,98.873,99.151,99.381
KIBY_G,42.267,41.749,41.953,41.921,42.028,42.190,42.093,41.385,40.851,40.466,40.135,40.009,40.262,40.480,40.713,40.935,41.133,41.442,41.743,42.032,42.311,42.478,42.671,42.929,43.178,43.408,43.623,43.805,43.969,44.111,44.235,44.338
KIER,28.297,27.950,28.086,28.065,28.136,28.245,28.180,27.706,27.348,27.091,26.869,26.785,26.954,27.100,27.256,27.405,27.537,27.744,27.946,28.139,28.326,28.438,28.567,28.740,28.907,29.060,29.204,29.326,29.436,29.531,29.614,29.683
KIIN_P,0.796,0.786,0.790,0.789,0.791,0.794,0.793,0.779,0.769,0.762,0.756,0.753,0.758,0.762,0.767,0.771,0.775,0.780,0.786,0.792,0.797,0.800,0.804,0.808,0.813,0.817,0.821,0.825,0.828,0.831,0.833,0.835
KILS,14.202,14.028,14.097,14.086,14.122,14.176,14.144,13.906,13.726,13.597,13.486,13.444,13.529,13.602,13.680,13.755,13.821,13.925,14.026,14.123,14.217,14.273,14.338,14.425,14.509,14.586,14.658,14.719,14.774,14.822,14.864,14.898
KILT,18.072,17.851,17.938,17.924,17.970,18.039,17.998,17.695,17.467,17.302,17.161,17.107,17.215,17.308,17.408,17.503,17.587,17.719,17.848,17.971,18.091,18.162,18.245,18.355,18.462,18.560,18.652,18.730,18.800,18.861,18.914,18.958
KILW,21.072,20.813,20.915,20.899,20.952,21.033,20.985,20.632,20.365,20.174,20.009,19.946,20.072,20.180,20.297,20.408,20.506,20.660,20.810,20.954,21.093,21.177,21.273,21.402,21.526,21.640,21.748,21.838,21.920,21.991,22.053,22.104
KINL_P,0.681,0.673,0.676,0.675,0.677,0.680,0.678,0.667,0.658,0.652,0.647,0.644,0.649,0.652,0.656,0.659,0.663,0.668,0.672,0.677,0.682,0.684,0.687,0.692,0.696,0.699,0.703,0.706,0.708,0.711,0.713,0.714
